time,swell_height,swell_period,swell_dir,sea_height,sea_period,sea_dir
2023-12-04 11:00,0.25,9.118,118.54,0.287,7.05,119.014
2023-12-04 12:00,0.253,9.154,118.518,0.285,7.058,118.827
2023-12-04 13:00,0.256,9.172,118.473,0.283,7.064,118.696
2023-12-04 14:00,0.259,9.181,118.448,0.281,7.07,118.614
2023-12-04 15:00,0.263,9.182,118.4,0.28,7.076,118.575
2023-12-04 16:00,0.266,9.177,118.356,0.279,7.081,118.551
2023-12-04 17:00,0.269,9.172,118.321,0.278,7.084,118.519
2023-12-04 18:00,0.273,9.17,118.276,0.278,7.088,118.504
2023-12-04 19:00,0.276,9.178,118.198,0.277,7.093,118.489
2023-12-04 20:00,0.278,9.205,118.185,0.277,7.1,118.441
2023-12-04 21:00,0.28,9.252,118.193,0.277,7.104,118.357
2023-12-04 22:00,0.282,9.322,118.184,0.276,7.107,118.244
2023-12-04 23:00,0.283,9.423,118.262,0.276,7.108,118.108
2023-12-05 00:00,0.283,9.551,118.37,0.275,7.11,117.944
2023-12-05 01:00,0.284,9.724,118.554,0.276,7.112,117.749
2023-12-05 02:00,0.285,9.923,118.777,0.276,7.119,117.529
2023-12-05 03:00,0.285,10.189,119.115,0.277,7.13,117.295
2023-12-05 04:00,0.285,10.556,119.602,0.279,7.145,117.055
2023-12-05 05:00,0.285,10.974,120.14,0.28,7.165,116.8
2023-12-05 06:00,0.284,11.463,120.717,0.283,7.186,116.515
2023-12-05 07:00,0.283,11.883,121.276,0.287,7.203,116.188
2023-12-05 08:00,0.279,12.21,121.92,0.292,7.213,115.814
2023-12-05 09:00,0.277,12.306,122.472,0.299,7.213,115.407
2023-12-05 10:00,0.273,12.346,122.994,0.306,7.206,114.985
2023-12-05 11:00,0.267,12.369,123.465,0.311,7.195,114.556
2023-12-05 12:00,0.262,12.374,123.808,0.315,7.181,114.128
2023-12-05 13:00,0.256,12.369,124.063,0.317,7.168,113.689
2023-12-05 14:00,0.249,12.366,124.227,0.319,7.156,113.216
2023-12-05 15:00,0.242,12.363,124.255,0.322,7.146,112.63
2023-12-05 16:00,0.234,12.353,124.275,0.334,7.136,111.505
2023-12-05 17:00,0.22,12.331,124.282,0.383,7.092,107.911
2023-12-05 18:00,0.209,12.312,124.289,0.499,6.727,96.625
2023-12-05 19:00,0.206,12.288,124.287,0.544,6.423,90.626
2023-12-05 20:00,0.206,12.266,124.278,0.588,6.052,86.154
2023-12-05 21:00,0.209,12.227,124.261,0.643,5.612,84.567
2023-12-05 22:00,0.216,12.179,124.242,0.722,5.208,81.64
2023-12-05 23:00,0.229,12.121,124.226,0.806,5.03,73.975
2023-12-06 00:00,0.234,12.05,124.072,0.87,5.125,69.197
2023-12-06 01:00,0.232,11.982,123.937,0.906,5.367,67.973
2023-12-06 02:00,0.224,11.905,123.809,0.907,5.545,67.82
2023-12-06 03:00,0.218,11.819,123.655,0.899,5.665,67.988
2023-12-06 04:00,0.211,11.73,123.564,0.884,5.741,68.225
2023-12-06 05:00,0.205,11.652,123.567,0.869,5.787,68.269
2023-12-06 06:00,0.197,11.56,123.612,0.846,5.812,68.655
2023-12-06 07:00,0.172,11.461,123.678,0.724,5.625,84.431
2023-12-06 08:00,0.169,11.36,123.71,0.514,4.953,98.283
2023-12-06 09:00,0.171,11.255,123.719,0.423,5.066,107.733
2023-12-06 10:00,0.173,11.154,123.732,0.396,5.269,111.757
2023-12-06 11:00,0.171,11.059,123.768,0.398,5.498,112.32
2023-12-06 12:00,0.168,10.957,123.782,0.396,5.579,112.289
2023-12-06 13:00,0.164,10.855,123.799,0.39,5.583,112.317
2023-12-06 14:00,0.161,10.75,123.82,0.384,5.596,112.312
2023-12-06 15:00,0.159,10.641,123.854,0.373,5.654,112.884
2023-12-06 16:00,0.158,10.533,123.86,0.358,5.731,113.728
2023-12-06 17:00,0.156,10.435,123.862,0.345,5.789,114.443
2023-12-06 18:00,0.154,10.345,123.798,0.332,5.826,114.863
2023-12-06 19:00,0.152,10.265,123.705,0.319,5.847,115.187
2023-12-06 20:00,0.151,10.192,123.588,0.305,5.857,115.522
2023-12-06 21:00,0.149,10.12,123.473,0.291,5.868,115.986
2023-12-06 22:00,0.148,10.046,123.324,0.278,5.881,116.434
2023-12-06 23:00,0.147,9.955,123.237,0.265,5.903,116.906
2023-12-07 00:00,0.14,9.808,123.641,0.251,5.952,117.476
2023-12-07 01:00,0.121,9.564,124.343,0.226,6.067,118.644
2023-12-07 02:00,0.108,9.337,124.544,0.2,6.33,120.842
2023-12-07 03:00,0.11,9.221,124.661,0.186,6.715,123.369
2023-12-07 04:00,0.115,9.183,124.7,0.173,7.016,124.383
2023-12-07 05:00,0.118,9.181,124.687,0.167,7.135,124.427
2023-12-07 06:00,0.121,9.187,124.642,0.163,7.181,124.463
2023-12-07 07:00,0.124,9.196,124.58,0.161,7.183,124.453
2023-12-07 08:00,0.127,9.218,124.509,0.161,7.143,124.412
2023-12-07 09:00,0.129,9.252,124.436,0.16,7.067,124.362
2023-12-07 10:00,0.13,9.296,124.365,0.16,6.959,124.22
2023-12-07 11:00,0.129,9.347,124.3,0.162,6.804,123.194
2023-12-07 12:00,0.13,9.397,124.248,0.166,6.666,122.116
2023-12-07 13:00,0.13,9.448,124.078,0.169,6.562,121.134
2023-12-07 14:00,0.129,9.516,124.137,0.174,6.484,120.161
2023-12-07 15:00,0.127,9.636,124.263,0.176,6.419,119.292
2023-12-07 16:00,0.124,9.816,124.325,0.177,6.359,118.474
2023-12-07 17:00,0.12,9.987,124.403,0.176,6.311,117.796
2023-12-07 18:00,0.117,10.025,124.478,0.176,6.28,117.201
2023-12-07 19:00,0.111,9.91,124.538,0.174,6.278,116.646
2023-12-07 20:00,0.106,9.77,124.567,0.172,6.32,116.228
2023-12-07 21:00,0.104,9.665,124.573,0.17,6.455,116.303
2023-12-07 22:00,0.104,9.538,124.561,0.167,6.736,117.27
2023-12-07 23:00,0.106,9.425,124.523,0.164,7.078,118.525
2023-12-08 00:00,0.111,9.355,124.459,0.161,7.287,119.216
2023-12-08 01:00,0.117,9.317,124.383,0.158,7.382,119.958
2023-12-08 02:00,0.124,9.293,124.3,0.155,7.407,120.408
2023-12-08 03:00,0.131,9.277,123.908,0.153,7.403,120.692
2023-12-08 04:00,0.139,9.267,123.166,0.15,7.386,120.923
2023-12-08 05:00,0.145,9.257,122.448,0.146,7.363,121.112
2023-12-08 06:00,0.151,9.246,121.793,0.143,7.338,121.228
2023-12-08 07:00,0.156,9.233,121.208,0.14,7.314,121.288
2023-12-08 08:00,0.16,9.215,120.698,0.138,7.287,121.304
2023-12-08 09:00,0.163,9.19,120.258,0.136,7.261,121.281
2023-12-08 10:00,0.167,9.157,119.816,0.135,7.24,121.201
2023-12-08 11:00,0.171,9.106,119.327,0.134,7.228,121.066
2023-12-08 12:00,0.175,9.049,118.875,0.137,7.226,120.736
2023-12-08 13:00,0.18,8.994,118.436,0.154,7.229,119.339
2023-12-08 14:00,0.172,8.942,118.035,0.277,6.086,105.146
2023-12-08 15:00,0.204,8.895,117.681,0.487,4.186,60.885
2023-12-08 16:00,0.196,8.855,117.4,0.57,4.342,58.974
2023-12-08 17:00,0.188,8.822,117.187,0.67,4.58,52.84
2023-12-08 18:00,0.192,8.802,117.016,0.767,4.939,53.855
2023-12-08 19:00,0.197,8.797,116.903,0.86,5.25,53.364
2023-12-08 20:00,0.201,8.811,116.76,0.942,5.484,52.939
2023-12-08 21:00,0.205,8.842,116.569,1.003,5.659,52.296
2023-12-08 22:00,0.209,8.881,116.264,1.036,5.804,52.704
2023-12-08 23:00,0.211,8.928,115.949,1.027,5.87,54.703
2023-12-09 00:00,0.212,8.985,115.679,0.997,5.88,57.486
2023-12-09 01:00,0.214,9.048,115.433,0.97,5.866,59.421
2023-12-09 02:00,0.216,9.104,115.18,0.954,5.87,60.597
2023-12-09 03:00,0.22,9.131,114.799,0.957,5.902,61.185
2023-12-09 04:00,0.229,9.103,114.132,0.972,5.998,61.538
2023-12-09 05:00,0.244,9.005,112.963,0.992,6.138,61.706
2023-12-09 06:00,0.272,8.844,110.963,1.019,6.298,61.6
2023-12-09 07:00,0.314,8.556,107.96,1.046,6.457,61.344
2023-12-09 08:00,0.364,8.288,104.234,1.065,6.588,61.054
2023-12-09 09:00,0.407,8.261,98.038,1.068,6.684,60.972
2023-12-09 10:00,0.443,8.248,92.423,1.061,6.762,60.836
2023-12-09 11:00,0.47,8.243,87.836,1.047,6.836,60.541
2023-12-09 12:00,0.485,8.243,85.317,1.031,6.895,60.03
2023-12-09 13:00,0.494,8.243,85.143,1.014,6.935,59.232
2023-12-09 14:00,0.503,8.243,84.972,1.009,6.95,58.51
2023-12-09 15:00,0.507,8.243,84.853,1.023,6.859,57.716
2023-12-09 16:00,0.496,8.244,84.807,1.021,6.56,56.405
2023-12-09 17:00,0.476,8.245,84.815,1.008,6.224,54.557
2023-12-09 18:00,0.458,8.246,84.853,1.018,6.115,53.19
2023-12-09 19:00,0.45,8.244,84.861,1.06,6.263,53.373
2023-12-09 20:00,0.453,8.238,84.802,1.092,6.462,54.989
2023-12-09 21:00,0.469,8.231,83.481,1.102,6.61,56.622
2023-12-09 22:00,0.493,8.226,81.595,1.102,6.739,57.845
2023-12-09 23:00,0.522,8.224,79.518,1.112,6.851,59.352
2023-12-10 00:00,0.555,8.225,77.6,1.196,6.463,75.939
2023-12-10 01:00,0.569,8.227,75.611,0.868,5.933,92.956
2023-12-10 02:00,0.541,8.228,74.321,0.576,6.055,108.088
2023-12-10 03:00,0.518,8.227,74.132,0.498,6.345,112.932
2023-12-10 04:00,0.52,8.226,74.68,0.51,6.495,113.505
2023-12-10 05:00,0.537,8.224,75.417,0.602,6.591,111.964
2023-12-10 06:00,0.544,8.224,75.778,0.698,6.617,109.363
2023-12-10 07:00,0.536,8.224,75.819,0.767,6.629,105.703
2023-12-10 08:00,0.528,8.225,75.457,0.805,6.645,103.772
2023-12-10 09:00,0.526,8.224,74.236,0.823,6.665,103.084
2023-12-10 10:00,0.521,8.224,72.975,0.838,6.679,102.443
2023-12-10 11:00,0.507,8.223,71.919,0.848,6.66,101.449
2023-12-10 12:00,0.488,8.224,71.351,0.852,6.611,98.706
2023-12-10 13:00,0.466,8.226,71.11,0.854,6.545,95.588
2023-12-10 14:00,0.446,8.228,70.857,0.861,6.471,92.119
2023-12-10 15:00,0.431,8.23,70.753,0.871,6.401,88.647
2023-12-10 16:00,0.413,8.233,70.961,0.874,6.335,85.406
2023-12-10 17:00,0.399,8.239,71.598,0.871,6.273,84.967
2023-12-10 18:00,0.386,8.245,72.473,0.864,6.22,84.872
2023-12-10 19:00,0.372,8.254,73.285,0.854,6.182,84.779
2023-12-10 20:00,0.364,8.263,73.853,0.854,6.155,80.44
2023-12-10 21:00,0.358,8.274,74.267,0.868,6.111,74.519
2023-12-10 22:00,0.354,8.284,74.297,0.888,6.045,69.318
2023-12-10 23:00,0.354,8.293,73.842,0.914,6.02,66.056
2023-12-11 00:00,0.358,8.298,73.23,0.947,6.052,63.409
2023-12-11 01:00,0.364,8.296,72.437,0.972,6.13,61.867
2023-12-11 02:00,0.373,8.294,71.761,0.987,6.21,60.869
2023-12-11 03:00,0.383,8.294,71.805,0.99,6.258,60.372
2023-12-11 04:00,0.395,8.292,72.775,0.987,6.288,60.388
2023-12-11 05:00,0.408,8.283,75.173,0.988,6.33,60.897
2023-12-11 06:00,0.424,8.27,78.268,1.003,6.41,61.927
2023-12-11 07:00,0.437,8.259,80.151,1.029,6.511,63.38
2023-12-11 08:00,0.445,8.257,80.664,1.042,6.589,65.335
2023-12-11 09:00,0.454,8.264,79.617,1.045,6.634,67.506
2023-12-11 10:00,0.46,8.277,78.064,1.039,6.658,68.866
2023-12-11 11:00,0.462,8.294,76.139,1.03,6.667,69.492
2023-12-11 12:00,0.464,8.313,75.047,1.016,6.666,69.641
2023-12-11 13:00,0.465,8.334,74.656,0.995,6.651,69.627
2023-12-11 14:00,0.464,8.353,74.71,0.968,6.625,69.646
2023-12-11 15:00,0.463,8.37,74.91,0.941,6.591,69.775
2023-12-11 16:00,0.462,8.386,74.986,0.913,6.551,70.021
2023-12-11 17:00,0.46,8.398,74.869,0.886,6.509,70.371
2023-12-11 18:00,0.46,8.407,74.672,0.864,6.47,70.76
2023-12-11 19:00,0.461,8.411,74.287,0.846,6.44,71.059
2023-12-11 20:00,0.463,8.412,73.877,0.832,6.42,71.136
2023-12-11 21:00,0.465,8.411,73.433,0.825,6.4,70.899
2023-12-11 22:00,0.47,8.411,72.958,0.83,6.352,70.202
2023-12-11 23:00,0.475,8.412,72.373,0.843,6.283,68.937
2023-12-12 00:00,0.48,8.415,71.855,0.852,6.238,67.656
2023-12-12 01:00,0.485,8.423,71.376,0.849,6.214,66.81
2023-12-12 02:00,0.489,8.436,70.994,0.838,6.196,66.474
2023-12-12 03:00,0.494,8.446,70.652,0.823,6.186,66.557
2023-12-12 04:00,0.501,8.455,70.377,0.807,6.194,66.923
2023-12-12 05:00,0.51,8.458,70.148,0.793,6.229,67.432
2023-12-12 06:00,0.523,8.457,70.075,0.779,6.294,67.996
2023-12-12 07:00,0.538,8.451,70.235,0.769,6.376,68.651
2023-12-12 08:00,0.548,8.44,70.825,0.753,6.472,69.327
2023-12-12 09:00,0.557,8.43,72.036,0.739,6.575,70.001
2023-12-12 10:00,0.568,8.422,73.976,0.727,6.672,70.644
2023-12-12 11:00,0.579,8.419,76.791,0.716,6.76,71.224
2023-12-12 12:00,0.589,8.421,79.898,0.708,6.84,71.727
2023-12-12 13:00,0.593,8.432,83.103,0.702,6.913,72.194
2023-12-12 14:00,0.592,8.451,84.967,0.695,6.971,72.563
2023-12-12 15:00,0.588,8.478,85.343,0.69,7.016,72.796
2023-12-12 16:00,0.577,8.509,91.65,0.692,7.057,73.006
2023-12-12 17:00,0.554,8.546,99.285,0.693,7.093,73.225
2023-12-12 18:00,0.517,8.772,106.461,0.697,7.124,73.447
2023-12-12 19:00,0.466,9.269,110.851,0.694,7.149,73.649
2023-12-12 20:00,0.418,9.612,114.444,0.682,7.172,73.824
2023-12-12 21:00,0.369,10.409,117.888,0.66,7.192,73.99
2023-12-12 22:00,0.34,11.498,120.197,0.632,7.211,74.098
2023-12-12 23:00,0.314,12.322,121.833,0.605,7.228,74.205
2023-12-13 00:00,0.301,12.725,122.976,0.58,7.241,74.446
2023-12-13 01:00,0.285,13.176,123.846,0.559,7.246,74.928
2023-12-13 02:00,0.278,13.398,124.161,0.542,7.242,75.619
2023-12-13 03:00,0.27,13.488,124.21,0.526,7.233,76.35
2023-12-13 04:00,0.256,13.381,124.266,0.511,7.226,76.938
2023-12-13 05:00,0.249,13.143,124.278,0.504,7.227,77.264
2023-12-13 06:00,0.236,12.785,124.304,0.495,7.239,77.407
2023-12-13 07:00,0.229,12.509,124.289,0.489,7.263,77.632
2023-12-13 08:00,0.221,12.242,124.284,0.485,7.295,78.12
2023-12-13 09:00,0.215,11.692,124.254,0.482,7.324,78.982
2023-12-13 10:00,0.212,11.119,124.128,0.488,7.349,79.585
2023-12-13 11:00,0.212,10.7,123.938,0.513,7.363,78.535
2023-12-13 12:00,0.222,10.444,123.69,0.58,7.316,75.503
2023-12-13 13:00,0.242,10.217,123.398,0.685,6.976,72.195
2023-12-13 14:00,0.269,10.096,123.227,0.791,5.92,67.379
2023-12-13 15:00,0.294,10.011,123.025,0.891,5.353,65.697
2023-12-13 16:00,0.314,9.945,122.914,0.975,5.207,62.371
2023-12-13 17:00,0.321,9.89,122.761,1.024,5.226,58.936
2023-12-13 18:00,0.312,9.846,122.657,1.053,5.353,57.489
2023-12-13 19:00,0.306,9.803,122.54,1.093,5.524,55.883
2023-12-13 20:00,0.302,9.752,122.378,1.155,5.73,55.042
2023-12-13 21:00,0.302,9.695,122.176,1.233,5.96,55.288
2023-12-13 22:00,0.309,9.602,121.7,1.288,6.205,57.482
2023-12-13 23:00,0.324,9.48,121.002,1.316,6.431,59.175
2023-12-14 00:00,0.343,9.364,120.187,1.318,6.577,60.343
2023-12-14 01:00,0.365,9.264,119.159,1.306,6.697,61.282
2023-12-14 02:00,0.393,9.175,117.867,1.298,6.81,61.846
2023-12-14 03:00,0.419,9.095,116.56,1.279,6.908,62.183
2023-12-14 04:00,0.44,9.038,115.469,1.261,6.978,62.476
2023-12-14 05:00,0.46,9.0,114.409,1.244,7.022,62.574
2023-12-14 06:00,0.479,8.974,113.418,1.228,7.062,62.615
2023-12-14 07:00,0.496,8.958,112.496,1.209,7.096,62.625
2023-12-14 08:00,0.509,8.948,111.637,1.185,7.126,62.602
2023-12-14 09:00,0.521,8.941,110.84,1.16,7.153,62.474
2023-12-14 10:00,0.53,8.944,110.266,1.141,7.176,62.08
2023-12-14 11:00,0.536,8.95,109.836,1.134,7.191,61.389
2023-12-14 12:00,0.537,8.933,109.494,1.124,7.196,60.906
2023-12-14 13:00,0.532,8.941,109.349,1.109,7.192,60.847
2023-12-14 14:00,0.52,8.983,109.447,1.084,7.181,60.948
2023-12-14 15:00,0.505,9.052,109.685,1.053,7.168,61.018
2023-12-14 16:00,0.492,9.113,109.83,1.018,7.159,61.038
2023-12-14 17:00,0.485,9.141,109.763,0.983,7.158,61.076
2023-12-14 18:00,0.484,9.113,109.37,0.95,7.168,61.141
2023-12-14 19:00,0.488,9.063,108.863,0.92,7.181,61.207
2023-12-14 20:00,0.491,9.022,108.428,0.897,7.192,61.258
2023-12-14 21:00,0.488,9.026,108.334,0.88,7.195,61.354
2023-12-14 22:00,0.476,9.044,108.383,0.881,7.164,62.43
2023-12-14 23:00,0.432,9.031,108.358,0.875,6.429,84.866
2023-12-15 00:00,0.426,9.015,108.425,0.859,6.164,85.016
2023-12-15 01:00,0.42,9.032,108.77,0.863,6.177,85.794
2023-12-15 02:00,0.409,9.066,109.195,0.841,6.123,87.64
2023-12-15 03:00,0.398,9.088,109.457,0.789,6.02,91.476
2023-12-15 04:00,0.4,9.054,109.404,0.757,6.032,93.518
2023-12-15 05:00,0.406,8.975,109.079,0.77,6.151,92.876
2023-12-15 06:00,0.407,8.95,109.104,0.78,6.243,91.702
2023-12-15 07:00,0.397,9.01,109.749,0.772,6.32,91.969
2023-12-15 08:00,0.383,9.037,110.707,0.736,6.423,95.859
2023-12-15 09:00,0.37,9.057,111.385,0.686,6.461,100.419
2023-12-15 10:00,0.359,9.094,111.986,0.657,6.43,101.582
2023-12-15 11:00,0.352,9.146,112.263,0.646,6.387,101.258
2023-12-15 12:00,0.338,9.182,113.264,0.643,6.355,100.184
2023-12-15 13:00,0.306,9.164,115.708,0.639,6.368,99.41
2023-12-15 14:00,0.262,9.101,118.83,0.621,6.502,100.991
2023-12-15 15:00,0.232,9.082,120.749,0.594,6.714,103.902
2023-12-15 16:00,0.221,9.115,121.422,0.592,6.84,104.947
2023-12-15 17:00,0.225,9.161,121.297,0.655,6.833,101.356
2023-12-15 18:00,0.241,9.217,120.619,0.767,6.56,91.391
2023-12-15 19:00,0.265,9.302,119.486,0.833,5.997,85.05
2023-12-15 20:00,0.289,9.399,117.976,0.832,5.638,84.39
2023-12-15 21:00,0.309,9.495,116.217,0.795,5.53,84.22
2023-12-15 22:00,0.329,9.602,114.246,0.746,5.508,84.645
2023-12-15 23:00,0.351,9.731,112.102,0.703,5.519,85.029
2023-12-16 00:00,0.374,9.882,110.082,0.665,5.571,85.784
2023-12-16 01:00,0.394,10.025,108.266,0.636,5.617,86.368
2023-12-16 02:00,0.411,10.201,106.816,0.613,5.646,86.655
2023-12-16 03:00,0.427,10.401,105.591,0.595,5.666,86.725
2023-12-16 04:00,0.441,10.624,104.705,0.581,5.684,86.663
2023-12-16 05:00,0.451,10.83,104.211,0.57,5.697,86.47
2023-12-16 06:00,0.454,11.003,104.934,0.558,5.703,86.125
2023-12-16 07:00,0.455,11.112,105.959,0.552,5.712,85.676
2023-12-16 08:00,0.452,11.127,107.154,0.543,5.728,85.298
2023-12-16 09:00,0.444,11.051,108.323,0.529,5.745,85.09
2023-12-16 10:00,0.433,10.932,109.409,0.511,5.757,85.08
2023-12-16 11:00,0.423,10.82,110.294,0.493,5.763,85.268
2023-12-16 12:00,0.415,10.731,110.933,0.474,5.77,85.649
2023-12-16 13:00,0.407,10.671,111.503,0.455,5.777,86.13
2023-12-16 14:00,0.398,10.65,112.13,0.436,5.781,86.694
2023-12-16 15:00,0.391,10.647,112.652,0.418,5.802,87.498
2023-12-16 16:00,0.387,10.657,112.899,0.398,5.918,89.366
2023-12-16 17:00,0.386,10.676,112.99,0.375,6.244,94.607
2023-12-16 18:00,0.386,10.685,113.018,0.349,6.707,101.695
2023-12-16 19:00,0.387,10.675,113.106,0.324,7.015,106.083
2023-12-16 20:00,0.389,10.646,113.177,0.299,7.133,108.378
2023-12-16 21:00,0.392,10.603,113.212,0.276,7.176,110.613
2023-12-16 22:00,0.396,10.554,113.173,0.263,7.139,112.502
2023-12-16 23:00,0.398,10.508,113.135,0.262,6.491,112.323
2023-12-17 00:00,0.398,10.466,113.076,0.257,5.125,111.24
2023-12-17 01:00,0.398,10.431,112.957,0.245,4.663,112.342
2023-12-17 02:00,0.392,10.402,112.758,0.249,4.631,113.803
2023-12-17 03:00,0.382,10.377,112.538,0.254,4.705,114.826
2023-12-17 04:00,0.37,10.346,112.42,0.253,4.823,115.631
2023-12-17 05:00,0.357,10.299,112.576,0.242,5.134,116.6
2023-12-17 06:00,0.344,10.229,112.914,0.234,5.472,117.548
2023-12-17 07:00,0.337,10.147,113.102,0.234,5.771,118.172
2023-12-17 08:00,0.339,10.073,113.015,0.234,6.0,118.752
2023-12-17 09:00,0.343,10.025,113.002,0.235,6.137,119.128
2023-12-17 10:00,0.339,9.975,114.382,0.245,6.203,119.057
2023-12-17 11:00,0.314,9.851,118.248,0.27,6.261,118.843
2023-12-17 12:00,0.271,9.724,122.197,0.294,6.404,118.93
2023-12-17 13:00,0.239,9.656,124.244,0.31,6.652,119.459
2023-12-17 14:00,0.229,9.609,124.332,0.339,6.853,119.316
2023-12-17 15:00,0.223,9.546,124.307,0.415,6.872,116.138
2023-12-17 16:00,0.232,9.493,123.84,0.546,6.521,108.084
2023-12-17 17:00,0.276,9.485,121.874,0.68,5.868,98.164
2023-12-17 18:00,0.342,9.539,118.721,0.768,5.518,91.329
2023-12-17 19:00,0.393,9.647,114.663,0.778,5.42,87.259
2023-12-17 20:00,0.43,9.765,110.842,0.763,5.414,86.96
2023-12-17 21:00,0.452,9.811,107.795,0.753,5.442,86.726
2023-12-17 22:00,0.465,9.854,105.475,0.749,5.488,86.375
2023-12-17 23:00,0.471,9.907,102.966,0.749,5.539,85.933
2023-12-18 00:00,0.473,9.949,100.838,0.749,5.588,85.467
2023-12-18 01:00,0.473,9.983,99.507,0.75,5.638,85.113
2023-12-18 02:00,0.471,10.021,98.701,0.746,5.68,84.977
2023-12-18 03:00,0.468,10.077,98.315,0.738,5.709,84.945
2023-12-18 04:00,0.465,10.14,98.242,0.726,5.724,84.958
2023-12-18 05:00,0.461,10.201,98.422,0.711,5.722,84.985
2023-12-18 06:00,0.458,10.25,98.707,0.694,5.703,85.022
2023-12-18 07:00,0.457,10.274,98.864,0.675,5.672,85.348
2023-12-18 08:00,0.458,10.272,98.735,0.652,5.647,85.763
2023-12-18 09:00,0.459,10.246,98.26,0.629,5.619,86.202
2023-12-18 10:00,0.461,10.204,97.68,0.606,5.592,86.623
2023-12-18 11:00,0.461,10.156,96.98,0.583,5.565,86.997
2023-12-18 12:00,0.462,10.112,96.215,0.563,5.541,87.331
2023-12-18 13:00,0.463,10.067,95.335,0.544,5.517,87.642
2023-12-18 14:00,0.464,10.039,94.574,0.526,5.494,87.939
2023-12-18 15:00,0.466,10.033,93.792,0.51,5.473,88.209
2023-12-18 16:00,0.469,10.043,92.923,0.494,5.456,88.801
2023-12-18 17:00,0.473,10.06,91.963,0.484,5.45,89.255
2023-12-18 18:00,0.477,10.074,91.054,0.487,5.469,88.631
2023-12-18 19:00,0.481,10.083,90.236,0.504,5.539,87.887
2023-12-18 20:00,0.482,10.092,89.594,0.526,5.661,86.997
2023-12-18 21:00,0.481,10.099,89.124,0.546,5.775,85.685
2023-12-18 22:00,0.477,10.105,88.749,0.564,5.838,84.974
2023-12-18 23:00,0.473,10.109,88.426,0.581,5.825,84.869
2023-12-19 00:00,0.471,10.111,88.109,0.599,5.729,84.486
2023-12-19 01:00,0.472,10.108,87.801,0.621,5.573,78.634
2023-12-19 02:00,0.463,10.099,87.484,0.644,5.46,71.034
2023-12-19 03:00,0.457,10.046,86.902,0.697,5.624,67.052
2023-12-19 04:00,0.463,9.735,85.468,0.789,6.031,64.345
2023-12-19 05:00,0.526,8.766,83.007,0.901,6.592,62.832
2023-12-19 06:00,0.611,8.407,79.492,1.001,6.963,62.404
2023-12-19 07:00,0.7,8.334,75.729,1.073,7.158,62.039
2023-12-19 08:00,0.787,8.319,72.391,1.125,7.286,61.74
2023-12-19 09:00,0.853,8.325,69.985,1.148,7.357,61.373
2023-12-19 10:00,0.877,8.343,68.502,1.141,7.386,60.947
2023-12-19 11:00,0.866,8.348,67.814,1.115,7.392,60.525
2023-12-19 12:00,0.837,8.353,67.516,1.079,7.39,60.15
2023-12-19 13:00,0.808,8.365,67.415,1.044,7.385,59.908
2023-12-19 14:00,0.781,8.375,67.381,1.015,7.376,59.699
2023-12-19 15:00,0.757,8.378,67.398,0.998,7.361,59.484
2023-12-19 16:00,0.732,8.377,67.557,1.003,7.324,59.151
2023-12-19 17:00,0.705,8.378,67.972,1.037,7.155,58.248
2023-12-19 18:00,0.677,8.382,68.705,1.049,6.605,55.323
2023-12-19 19:00,0.637,8.385,69.76,1.03,6.342,53.19
2023-12-19 20:00,0.618,8.378,70.719,1.045,6.524,55.116
2023-12-19 21:00,0.614,8.359,71.486,1.047,6.673,57.014
2023-12-19 22:00,0.619,8.334,72.022,1.045,6.798,58.253
2023-12-19 23:00,0.629,8.313,72.268,1.054,6.923,59.829
2023-12-20 00:00,0.654,8.299,72.263,1.165,6.918,68.082
2023-12-20 01:00,0.669,8.295,72.31,1.171,6.79,74.837
2023-12-20 02:00,0.667,8.296,72.465,1.151,6.739,77.681
2023-12-20 03:00,0.65,8.301,72.931,1.117,6.652,80.067
2023-12-20 04:00,0.623,8.307,73.803,1.078,6.564,82.324
2023-12-20 05:00,0.599,8.311,75.242,1.041,6.513,84.842
2023-12-20 06:00,0.584,8.311,77.685,0.988,6.525,85.149
2023-12-20 07:00,0.569,8.311,80.357,0.913,6.583,92.553
2023-12-20 08:00,0.553,8.317,83.214,0.812,6.659,101.729
2023-12-20 09:00,0.539,8.324,84.855,0.599,6.686,111.358
2023-12-20 10:00,0.472,8.314,85.072,0.358,6.652,118.773
2023-12-20 11:00,0.387,8.286,89.483,0.228,6.798,121.981
2023-12-20 12:00,0.322,8.344,106.182,0.193,6.951,123.342
2023-12-20 13:00,0.245,8.533,117.791,0.192,7.127,124.645
2023-12-20 14:00,0.188,8.522,123.478,0.183,7.226,124.921
2023-12-20 15:00,0.175,8.516,124.375,0.198,7.172,124.951
2023-12-20 16:00,0.173,8.515,124.508,0.243,7.2,124.83
2023-12-20 17:00,0.181,8.516,124.506,0.281,7.215,124.701
2023-12-20 18:00,0.195,8.518,124.389,0.303,7.187,124.588
2023-12-20 19:00,0.208,8.52,124.092,0.305,7.131,124.523
2023-12-20 20:00,0.223,8.525,122.502,0.294,7.061,124.496
2023-12-20 21:00,0.239,8.533,120.612,0.268,7.022,124.444
2023-12-20 22:00,0.253,8.54,118.2,0.254,6.986,124.05
2023-12-20 23:00,0.264,8.54,115.525,0.249,6.938,123.251
2023-12-21 00:00,0.276,8.538,112.374,0.244,6.878,122.598
2023-12-21 01:00,0.289,8.466,108.532,0.236,6.777,122.175
