time,swell_height,swell_period,swell_dir,sea_height,sea_period,sea_dir
2025-06-06 01:00,0.493,11.613,124.609,0.385,7.409,121.45
2025-06-06 01:59,0.474,11.65,124.641,0.378,7.41,121.414
2025-06-06 03:00,0.454,11.659,124.667,0.371,7.409,121.381
2025-06-06 04:00,0.434,11.639,124.688,0.364,7.408,121.352
2025-06-06 04:59,0.414,11.593,124.704,0.357,7.407,121.322
2025-06-06 06:00,0.396,11.533,124.718,0.35,7.406,121.288
2025-06-06 07:00,0.38,11.47,124.726,0.344,7.406,121.254
2025-06-06 07:59,0.363,11.414,124.738,0.337,7.407,121.222
2025-06-06 09:00,0.349,11.357,124.744,0.331,7.409,121.189
2025-06-06 10:00,0.336,11.299,124.751,0.325,7.411,121.152
2025-06-06 10:59,0.324,11.245,124.754,0.32,7.412,121.11
2025-06-06 12:00,0.314,11.197,124.756,0.314,7.414,121.071
2025-06-06 13:00,0.306,11.158,124.751,0.309,7.415,121.037
2025-06-06 13:59,0.3,11.138,124.743,0.304,7.416,121.005
2025-06-06 15:00,0.297,11.122,124.73,0.299,7.417,120.971
2025-06-06 16:00,0.296,11.121,124.715,0.295,7.418,120.938
2025-06-06 16:59,0.296,11.13,124.701,0.29,7.419,120.904
2025-06-06 18:00,0.297,11.147,124.686,0.285,7.42,120.878
2025-06-06 19:00,0.3,11.17,124.669,0.28,7.421,120.863
2025-06-06 19:59,0.303,11.196,124.651,0.275,7.422,120.867
2025-06-06 21:00,0.307,11.231,124.636,0.269,7.422,120.892
2025-06-06 22:00,0.312,11.27,124.617,0.264,7.422,120.938
2025-06-06 22:59,0.316,11.3,124.603,0.258,7.422,121.0
2025-06-07 00:00,0.32,11.327,124.586,0.252,7.422,121.054
2025-06-07 01:00,0.323,11.338,124.572,0.247,7.421,121.067
2025-06-07 01:59,0.324,11.329,124.56,0.244,7.419,121.015
2025-06-07 03:00,0.325,11.308,124.544,0.242,7.417,120.899
2025-06-07 04:00,0.324,11.281,124.534,0.241,7.415,120.738
2025-06-07 04:59,0.323,11.245,124.522,0.24,7.412,120.566
2025-06-07 06:00,0.322,11.202,124.507,0.237,7.411,120.507
2025-06-07 07:00,0.322,11.153,124.492,0.23,7.409,120.628
2025-06-07 07:59,0.322,11.1,124.473,0.22,7.409,120.875
2025-06-07 09:00,0.323,11.044,124.452,0.211,7.409,121.133
2025-06-07 10:00,0.323,10.988,124.43,0.203,7.41,121.323
2025-06-07 10:59,0.324,10.933,124.404,0.197,7.412,121.436
2025-06-07 12:00,0.325,10.883,124.374,0.193,7.414,121.44
2025-06-07 13:00,0.327,10.838,124.341,0.191,7.417,121.348
2025-06-07 13:59,0.332,10.803,124.301,0.188,7.42,121.307
2025-06-07 15:00,0.34,10.785,124.254,0.186,7.424,121.278
2025-06-07 16:00,0.353,10.791,124.127,0.184,7.429,121.355
2025-06-07 16:59,0.369,10.847,123.715,0.181,7.435,121.462
2025-06-07 18:00,0.386,10.972,123.319,0.174,7.441,121.728
2025-06-07 19:00,0.404,11.169,122.941,0.163,7.446,122.336
2025-06-07 19:59,0.422,11.434,122.587,0.168,7.45,121.582
2025-06-07 21:00,0.441,11.718,122.257,0.171,7.453,120.886
2025-06-07 22:00,0.46,11.985,121.94,0.166,7.458,120.953
2025-06-07 22:59,0.479,12.208,121.633,0.16,7.464,121.082
2025-06-08 00:00,0.498,12.272,121.332,0.155,7.469,121.158
2025-06-08 01:00,0.518,12.289,121.054,0.151,7.473,121.299
2025-06-08 01:59,0.538,12.295,120.824,0.15,7.478,121.422
2025-06-08 03:00,0.555,12.295,120.618,0.173,7.479,120.228
2025-06-08 04:00,0.556,12.293,120.449,0.238,7.476,115.394
2025-06-08 04:59,0.526,12.292,120.303,0.336,7.466,106.834
2025-06-08 06:00,0.451,12.288,120.172,0.45,7.439,80.346
2025-06-08 07:00,0.64,12.279,120.051,0.0,8.541,134.831
2025-06-08 07:59,0.632,12.268,119.93,0.0,6.522,134.688
2025-06-08 09:00,0.621,12.256,119.792,0.0,6.695,134.612
2025-06-09 10:00,0.188,10.206,118.419,0.0,4.092,135.221
2025-06-09 10:59,0.158,10.109,118.42,0.0,3.946,135.253
2025-06-09 12:00,0.113,10.012,118.424,0.0,3.963,135.237
2025-06-09 13:00,0.096,9.929,118.414,0.0,3.969,135.236
2025-06-09 13:59,0.057,9.873,118.421,0.0,3.961,135.237
2025-06-09 15:00,0.036,9.855,118.472,0.0,3.946,135.257
2025-06-09 16:00,0.035,9.887,118.609,0.0,3.982,135.235
2025-06-09 16:59,0.033,9.962,118.857,0.0,4.147,135.214
2025-06-09 18:00,0.033,10.04,119.27,0.0,4.41,135.18
2025-06-09 19:00,0.046,10.072,119.866,0.0,5.175,134.96
2025-06-09 19:59,0.051,10.089,120.556,0.0,5.736,134.416
2025-06-09 21:00,0.056,10.246,121.413,0.001,5.724,133.372
2025-06-09 22:00,0.066,10.61,122.412,0.002,5.749,131.665
2025-06-09 22:59,0.074,10.674,123.204,0.003,5.521,130.427
2025-06-10 00:00,0.083,10.461,123.863,0.005,5.433,129.508
2025-06-10 01:00,0.099,10.16,124.28,0.006,6.57,129.702
2025-06-10 01:59,0.124,9.707,124.428,0.01,7.316,129.45
2025-06-10 03:00,0.142,9.54,124.489,0.016,7.443,128.644
2025-06-10 04:00,0.149,9.449,124.5,0.018,7.484,128.522
2025-06-10 04:59,0.154,9.402,124.501,0.019,7.502,128.461
2025-06-10 06:00,0.159,9.403,124.507,0.02,7.513,128.311
2025-06-10 07:00,0.167,9.437,124.527,0.022,7.524,128.038
2025-06-10 07:59,0.18,9.515,124.562,0.026,7.533,127.605
2025-06-10 09:00,0.194,9.64,124.604,0.03,7.537,127.145
2025-06-10 10:00,0.207,9.777,124.649,0.033,7.538,126.787
2025-06-10 10:59,0.217,9.887,124.695,0.034,7.538,126.723
2025-06-10 12:00,0.228,9.978,124.742,0.036,7.535,126.479
2025-06-10 13:00,0.243,10.061,124.791,0.041,7.529,125.951
2025-06-10 13:59,0.258,10.123,124.829,0.049,7.516,125.838
2025-06-10 15:00,0.273,10.155,124.849,0.059,7.499,125.714
2025-06-10 16:00,0.288,10.169,124.844,0.069,7.484,125.604
2025-06-10 16:59,0.303,10.148,124.825,0.079,7.476,125.503
2025-06-10 18:00,0.309,10.085,124.806,0.088,7.475,125.427
2025-06-10 19:00,0.309,10.004,124.784,0.094,7.476,125.369
2025-06-10 19:59,0.308,9.948,124.755,0.098,7.479,125.318
2025-06-10 21:00,0.31,9.941,124.718,0.097,7.485,125.303
2025-06-10 22:00,0.317,9.987,124.674,0.092,7.494,125.336
2025-06-10 22:59,0.328,10.078,124.631,0.082,7.503,125.443
2025-06-11 00:00,0.347,10.218,124.588,0.073,7.506,125.55
2025-06-11 01:00,0.379,10.372,124.54,0.079,7.5,125.463
2025-06-11 01:59,0.405,10.448,124.494,0.078,7.493,125.489
2025-06-11 03:00,0.427,10.463,124.454,0.083,7.483,125.437
2025-06-11 04:00,0.438,10.46,124.421,0.089,7.472,125.367
2025-06-11 04:59,0.441,10.437,124.386,0.092,7.462,125.321
2025-06-11 06:00,0.441,10.389,124.348,0.096,7.457,125.283
2025-06-11 07:00,0.441,10.327,124.312,0.098,7.461,125.256
2025-06-11 07:59,0.444,10.265,124.28,0.104,7.471,125.192
2025-06-11 09:00,0.444,10.202,124.254,0.108,7.483,125.147
2025-06-11 10:00,0.44,10.142,124.232,0.108,7.491,125.131
2025-06-11 10:59,0.438,10.096,124.21,0.111,7.493,125.096
2025-06-11 12:00,0.438,10.06,124.157,0.118,7.493,125.027
2025-06-11 13:00,0.44,10.031,124.013,0.127,7.491,124.927
2025-06-11 13:59,0.442,10.004,123.877,0.136,7.491,124.823
2025-06-11 15:00,0.444,9.979,123.752,0.14,7.494,124.76
2025-06-11 16:00,0.446,9.953,123.629,0.142,7.498,124.73
2025-06-11 16:59,0.448,9.933,123.487,0.142,7.502,124.715
2025-06-11 18:00,0.452,9.923,123.314,0.142,7.505,124.71
2025-06-11 19:00,0.458,9.929,123.137,0.142,7.508,124.719
2025-06-11 19:59,0.466,9.943,123.005,0.144,7.509,124.706
2025-06-11 21:00,0.473,9.963,122.914,0.151,7.507,124.663
2025-06-11 22:00,0.479,9.999,122.824,0.156,7.502,124.63
2025-06-11 22:59,0.484,10.053,122.702,0.16,7.497,124.611
2025-06-12 00:00,0.491,10.115,122.577,0.164,7.494,124.587
2025-06-12 01:00,0.498,10.181,122.488,0.169,7.493,124.556
2025-06-12 01:59,0.505,10.251,122.452,0.171,7.493,124.533
2025-06-12 03:00,0.512,10.331,122.44,0.172,7.495,124.521
2025-06-12 04:00,0.52,10.421,122.443,0.174,7.494,124.506
2025-06-12 04:59,0.527,10.501,122.446,0.178,7.49,124.479
2025-06-12 06:00,0.534,10.557,122.428,0.184,7.482,124.436
2025-06-12 07:00,0.541,10.608,122.395,0.191,7.475,124.386
2025-06-12 07:59,0.548,10.681,122.336,0.194,7.468,124.359
2025-06-12 09:00,0.557,10.773,122.232,0.195,7.463,124.35
2025-06-12 10:00,0.565,10.852,122.082,0.196,7.458,124.335
2025-06-12 10:59,0.573,10.905,121.901,0.196,7.452,124.316
2025-06-12 12:00,0.578,10.933,121.714,0.196,7.444,124.303
2025-06-12 13:00,0.581,10.937,121.539,0.196,7.434,124.289
2025-06-12 13:59,0.58,10.912,121.393,0.197,7.422,124.265
2025-06-12 15:00,0.577,10.861,121.254,0.197,7.406,124.243
2025-06-12 16:00,0.572,10.798,121.138,0.197,7.386,124.232
2025-06-12 16:59,0.565,10.732,121.039,0.197,7.356,124.218
2025-06-12 18:00,0.555,10.661,120.971,0.199,7.317,124.178
2025-06-12 19:00,0.544,10.584,120.918,0.202,7.284,124.143
2025-06-12 19:59,0.532,10.503,120.883,0.202,7.267,124.136
2025-06-12 21:00,0.519,10.428,120.855,0.202,7.26,124.137
2025-06-12 22:00,0.507,10.363,120.822,0.204,7.253,124.116
2025-06-12 22:59,0.496,10.307,120.783,0.205,7.25,124.088
2025-06-13 00:00,0.484,10.255,120.734,0.204,7.254,124.092
2025-06-13 01:00,0.469,10.204,120.678,0.198,7.258,124.163
2025-06-13 01:59,0.457,10.149,120.62,0.196,7.256,124.199
2025-06-13 03:00,0.445,10.087,120.557,0.196,7.26,124.188
2025-06-13 04:00,0.433,10.017,120.497,0.192,7.27,124.233
2025-06-13 04:59,0.418,9.938,120.429,0.184,7.268,124.337
2025-06-13 06:00,0.405,9.853,120.351,0.177,7.246,124.43
2025-06-13 07:00,0.394,9.771,120.257,0.173,7.225,124.477
2025-06-13 07:59,0.39,9.699,120.142,0.177,7.222,124.388
2025-06-13 09:00,0.389,9.645,120.015,0.181,7.234,124.31
2025-06-13 10:00,0.387,9.611,119.861,0.178,7.253,124.33
2025-06-13 10:59,0.385,9.596,119.691,0.168,7.272,124.44
2025-06-13 12:00,0.38,9.598,119.518,0.153,7.286,124.622
2025-06-13 13:00,0.376,9.615,119.337,0.141,7.279,124.737
2025-06-13 13:59,0.373,9.646,119.155,0.133,7.246,124.79
2025-06-13 15:00,0.373,9.691,118.987,0.128,7.186,124.828
2025-06-13 16:00,0.373,9.75,118.812,0.124,7.103,124.863
2025-06-13 16:59,0.374,9.818,118.659,0.122,6.984,124.857
2025-06-13 18:00,0.376,9.887,118.512,0.128,6.849,124.632
2025-06-13 19:00,0.379,9.947,118.388,0.131,6.769,124.49
2025-06-13 19:59,0.386,9.99,118.27,0.134,6.782,124.482
2025-06-13 21:00,0.393,10.014,118.168,0.142,6.76,124.368
2025-06-13 22:00,0.401,10.02,118.083,0.164,6.651,123.92
2025-06-13 22:59,0.412,10.011,118.005,0.199,6.616,123.149
2025-06-14 00:00,0.422,9.991,117.938,0.232,6.642,122.527
2025-06-14 01:00,0.429,9.963,117.882,0.261,6.677,122.04
2025-06-14 01:59,0.432,9.931,117.82,0.289,6.688,121.478
2025-06-14 03:00,0.432,9.897,117.763,0.322,6.677,120.561
2025-06-14 04:00,0.431,9.861,117.695,0.354,6.67,119.659
2025-06-14 04:59,0.43,9.823,117.624,0.383,6.694,118.996
2025-06-14 06:00,0.429,9.784,117.559,0.406,6.743,118.665
2025-06-14 07:00,0.428,9.747,117.478,0.423,6.805,118.617
2025-06-14 07:59,0.426,9.713,117.398,0.44,6.87,118.372
2025-06-14 09:00,0.425,9.683,117.294,0.454,6.94,118.07
2025-06-14 10:00,0.424,9.66,117.195,0.463,7.0,117.74
2025-06-14 10:59,0.423,9.644,117.097,0.469,7.041,117.265
2025-06-14 12:00,0.423,9.638,117.003,0.469,7.068,116.917
2025-06-14 13:00,0.422,9.64,116.91,0.466,7.084,116.667
2025-06-14 13:59,0.422,9.648,116.814,0.46,7.099,116.456
2025-06-14 15:00,0.422,9.657,116.723,0.456,7.116,116.245
2025-06-14 16:00,0.421,9.666,116.638,0.453,7.131,116.018
2025-06-14 16:59,0.42,9.674,116.561,0.451,7.141,115.797
2025-06-14 18:00,0.417,9.683,116.506,0.448,7.145,115.616
2025-06-14 19:00,0.413,9.69,116.457,0.443,7.142,115.478
2025-06-14 19:59,0.409,9.693,116.409,0.436,7.133,115.371
2025-06-14 21:00,0.403,9.691,116.352,0.429,7.121,115.267
2025-06-14 22:00,0.397,9.685,116.303,0.423,7.109,115.14
2025-06-14 22:59,0.39,9.672,116.251,0.416,7.1,114.972
2025-06-15 00:00,0.383,9.651,116.193,0.411,7.095,114.758
2025-06-15 01:00,0.375,9.621,116.154,0.406,7.094,114.523
2025-06-15 01:59,0.366,9.585,116.135,0.401,7.098,114.275
2025-06-15 03:00,0.356,9.546,116.143,0.396,7.105,114.019
2025-06-15 04:00,0.347,9.507,116.161,0.391,7.115,113.774
2025-06-15 04:59,0.338,9.471,116.197,0.386,7.127,113.548
2025-06-15 06:00,0.33,9.439,116.26,0.38,7.139,113.347
2025-06-15 07:00,0.322,9.409,116.341,0.374,7.152,113.17
2025-06-15 07:59,0.314,9.382,116.464,0.367,7.167,113.015
2025-06-15 09:00,0.306,9.36,116.601,0.36,7.182,112.879
2025-06-15 10:00,0.3,9.344,116.721,0.354,7.198,112.749
2025-06-15 10:59,0.294,9.336,116.889,0.349,7.213,112.614
2025-06-15 12:00,0.288,9.338,117.02,0.344,7.228,112.467
2025-06-15 13:00,0.283,9.354,117.198,0.341,7.242,112.309
2025-06-15 13:59,0.279,9.388,117.374,0.338,7.256,112.145
2025-06-15 15:00,0.275,9.446,117.547,0.336,7.269,111.981
2025-06-15 16:00,0.271,9.538,117.728,0.334,7.279,111.82
2025-06-15 16:59,0.27,9.669,117.831,0.333,7.288,111.668
2025-06-15 18:00,0.267,9.832,118.03,0.331,7.295,111.542
2025-06-15 19:00,0.265,10.046,118.22,0.329,7.303,111.469
2025-06-15 19:59,0.264,10.263,118.396,0.326,7.309,111.429
2025-06-15 21:00,0.263,10.492,118.519,0.323,7.315,111.395
2025-06-15 22:00,0.262,10.697,118.649,0.32,7.32,111.374
2025-06-15 22:59,0.26,10.877,118.777,0.316,7.324,111.365
2025-06-16 00:00,0.259,11.051,118.894,0.312,7.328,111.367
2025-06-16 01:00,0.257,11.206,119.009,0.307,7.333,111.38
2025-06-16 01:59,0.257,11.363,119.018,0.303,7.337,111.406
2025-06-16 03:00,0.254,11.496,119.193,0.298,7.34,111.441
2025-06-16 04:00,0.253,11.638,119.276,0.292,7.342,111.482
2025-06-16 04:59,0.254,11.842,119.419,0.287,7.343,111.533
2025-06-16 06:00,0.256,12.168,119.529,0.282,7.345,111.604
2025-06-16 07:00,0.264,12.431,119.579,0.278,7.345,111.684
2025-06-16 07:59,0.28,13.117,119.708,0.279,7.341,111.769
2025-06-16 09:00,0.296,14.136,119.744,0.277,7.334,111.875
2025-06-16 10:00,0.305,14.786,119.751,0.273,7.323,111.958
2025-06-16 10:59,0.31,15.11,119.761,0.27,7.308,111.97
2025-06-16 12:00,0.309,15.057,119.817,0.267,7.289,111.907
2025-06-16 13:00,0.312,15.197,119.808,0.265,7.266,111.803
2025-06-16 13:59,0.323,15.751,119.767,0.265,7.24,111.678
2025-06-16 15:00,0.346,16.558,119.832,0.271,7.198,111.517
2025-06-16 16:00,0.363,17.286,119.782,0.28,7.121,111.252
2025-06-16 16:59,0.37,17.781,119.678,0.293,7.003,110.84
2025-06-16 18:00,0.372,18.025,119.737,0.308,6.836,109.815
2025-06-16 19:00,0.373,18.1,119.815,0.32,6.695,108.738
2025-06-16 19:59,0.375,18.106,119.738,0.328,6.604,107.899
2025-06-16 21:00,0.376,18.089,119.721,0.332,6.545,107.217
2025-06-16 22:00,0.375,17.886,119.806,0.333,6.5,106.61
2025-06-16 22:59,0.37,17.316,119.937,0.332,6.459,106.041
2025-06-17 00:00,0.364,16.677,120.016,0.33,6.419,105.473
2025-06-17 01:00,0.356,16.576,120.243,0.328,6.373,104.859
2025-06-17 01:59,0.358,16.551,120.275,0.328,6.319,104.172
2025-06-17 03:00,0.357,16.547,120.396,0.329,6.262,103.44
2025-06-17 04:00,0.359,16.548,120.439,0.331,6.21,102.716
2025-06-17 04:59,0.359,16.547,120.471,0.332,6.166,102.046
2025-06-17 06:00,0.36,16.546,120.448,0.332,6.131,101.463
2025-06-17 07:00,0.361,16.543,120.459,0.331,6.101,100.669
2025-06-17 07:59,0.361,16.534,120.423,0.329,6.072,99.892
2025-06-17 09:00,0.358,16.513,120.486,0.324,6.037,99.207
2025-06-17 10:00,0.357,16.462,120.422,0.319,5.989,98.495
2025-06-17 10:59,0.35,16.344,120.398,0.311,5.934,97.623
2025-06-17 12:00,0.339,15.882,120.449,0.304,5.882,96.663
2025-06-17 13:00,0.333,15.423,120.375,0.297,5.845,95.766
2025-06-17 13:59,0.328,15.198,120.377,0.291,5.832,94.955
2025-06-17 15:00,0.327,15.116,120.351,0.286,5.854,94.221
2025-06-17 16:00,0.326,15.086,120.316,0.282,5.934,93.673
2025-06-17 16:59,0.325,15.071,120.301,0.279,6.098,93.454
2025-06-17 18:00,0.323,15.055,120.319,0.277,6.357,93.652
2025-06-17 19:00,0.321,15.033,120.301,0.276,6.678,94.212
2025-06-17 19:59,0.318,15.004,120.327,0.274,6.984,94.78
2025-06-17 21:00,0.315,14.96,120.291,0.274,7.166,94.333
2025-06-17 22:00,0.312,14.898,120.273,0.273,7.296,93.986
2025-06-17 22:59,0.308,14.798,120.251,0.274,7.376,93.767
2025-06-18 00:00,0.303,14.658,120.214,0.274,7.419,93.657
2025-06-18 01:00,0.299,14.443,120.085,0.275,7.429,95.147
2025-06-18 01:59,0.294,14.181,119.938,0.267,7.401,102.976
2025-06-18 03:00,0.294,13.909,119.812,0.246,7.308,109.496
2025-06-18 04:00,0.296,13.691,119.672,0.215,7.096,114.907
2025-06-18 04:59,0.295,13.547,119.534,0.18,6.661,118.306
2025-06-18 06:00,0.283,13.454,119.627,0.159,6.197,119.552
2025-06-18 07:00,0.269,13.388,120.085,0.147,5.933,120.385
2025-06-18 07:59,0.252,13.332,121.128,0.141,5.848,120.777
2025-06-18 09:00,0.229,13.254,122.913,0.141,5.889,120.91
2025-06-18 10:00,0.208,13.171,124.241,0.142,6.066,121.023
2025-06-18 10:59,0.191,13.189,124.471,0.14,6.511,121.887
2025-06-18 12:00,0.175,13.12,124.621,0.136,7.214,123.139
2025-06-18 13:00,0.163,12.829,124.699,0.135,7.483,123.082
2025-06-18 13:59,0.156,12.429,124.729,0.134,7.513,123.314
2025-06-18 15:00,0.151,12.002,124.738,0.134,7.466,123.846
2025-06-18 16:00,0.145,11.609,124.745,0.134,7.407,124.289
2025-06-18 16:59,0.137,11.234,124.768,0.135,7.375,124.34
2025-06-18 18:00,0.127,10.878,124.806,0.135,7.373,124.368
2025-06-18 19:00,0.118,10.551,124.839,0.134,7.381,124.385
2025-06-18 19:59,0.11,10.296,124.854,0.132,7.384,124.399
2025-06-18 21:00,0.103,10.113,124.855,0.13,7.383,124.414
2025-06-18 22:00,0.099,10.005,124.853,0.128,7.382,124.431
2025-06-18 22:59,0.095,9.946,124.856,0.127,7.379,124.447
2025-06-19 00:00,0.092,9.92,124.864,0.125,7.368,124.46
2025-06-19 01:00,0.09,9.864,124.873,0.124,7.348,124.472
2025-06-19 01:59,0.088,9.748,124.866,0.123,7.33,124.484
2025-06-19 03:00,0.087,9.611,124.842,0.121,7.321,124.498
2025-06-19 04:00,0.088,9.5,124.794,0.12,7.318,124.514
2025-06-19 04:59,0.091,9.419,124.729,0.118,7.312,124.529
2025-06-19 06:00,0.096,9.363,124.651,0.116,7.301,124.543
2025-06-19 07:00,0.104,9.343,124.564,0.113,7.29,124.555
2025-06-19 07:59,0.112,9.362,124.483,0.11,7.287,124.569
2025-06-19 09:00,0.119,9.385,124.44,0.107,7.295,124.586
2025-06-19 10:00,0.124,9.38,124.43,0.104,7.315,124.603
2025-06-19 10:59,0.127,9.381,124.44,0.102,7.346,124.619
2025-06-19 12:00,0.129,9.42,124.459,0.1,7.38,124.636
2025-06-19 13:00,0.131,9.511,124.485,0.098,7.409,124.652
2025-06-19 13:59,0.131,9.615,124.513,0.097,7.426,124.663
2025-06-19 15:00,0.132,9.67,124.538,0.097,7.432,124.667
2025-06-19 16:00,0.132,9.649,124.551,0.097,7.43,124.663
2025-06-19 16:59,0.13,9.569,124.551,0.099,7.424,124.651
2025-06-19 18:00,0.129,9.466,124.543,0.1,7.42,124.634
2025-06-19 19:00,0.128,9.373,124.532,0.102,7.418,124.614
2025-06-19 19:59,0.127,9.298,124.515,0.104,7.419,124.593
2025-06-19 21:00,0.126,9.251,124.496,0.105,7.422,124.574
2025-06-19 22:00,0.127,9.232,124.471,0.107,7.427,124.556
2025-06-19 22:59,0.127,9.242,124.446,0.108,7.434,124.537
2025-06-20 00:00,0.128,9.273,124.422,0.109,7.442,124.518
2025-06-20 01:00,0.129,9.31,124.401,0.11,7.45,124.499
2025-06-20 01:59,0.13,9.336,124.383,0.111,7.455,124.481
2025-06-20 03:00,0.13,9.342,124.368,0.111,7.456,124.466
2025-06-20 04:00,0.131,9.328,124.353,0.112,7.455,124.452
2025-06-20 04:59,0.132,9.296,124.333,0.112,7.452,124.441
2025-06-20 06:00,0.133,9.265,124.308,0.112,7.45,124.433
2025-06-20 07:00,0.135,9.256,124.277,0.112,7.45,124.427
2025-06-20 07:59,0.138,9.277,124.16,0.111,7.454,124.426
2025-06-20 09:00,0.141,9.328,123.863,0.109,7.458,124.427
2025-06-20 10:00,0.144,9.395,123.588,0.107,7.461,124.428
2025-06-20 10:59,0.147,9.467,123.342,0.106,7.462,124.428
2025-06-20 12:00,0.15,9.543,123.173,0.104,7.459,124.427
2025-06-20 13:00,0.153,9.622,123.052,0.104,7.453,124.423
2025-06-20 13:59,0.155,9.7,122.976,0.103,7.443,124.418
2025-06-20 15:00,0.159,9.777,122.949,0.103,7.431,124.411
2025-06-20 16:00,0.164,9.843,122.929,0.104,7.417,124.402
2025-06-20 16:59,0.167,9.89,122.941,0.105,7.404,124.389
2025-06-20 18:00,0.17,9.916,122.986,0.107,7.39,124.373
2025-06-20 19:00,0.172,9.92,123.048,0.109,7.376,124.352
2025-06-20 19:59,0.174,9.905,123.077,0.111,7.363,124.329
2025-06-20 21:00,0.174,9.875,123.123,0.113,7.356,124.304
2025-06-20 22:00,0.175,9.831,123.141,0.115,7.354,124.275
2025-06-20 22:59,0.175,9.783,123.154,0.117,7.357,124.052
2025-06-21 00:00,0.174,9.731,123.17,0.12,7.364,123.789
2025-06-21 01:00,0.173,9.677,123.141,0.122,7.373,123.52
2025-06-21 01:59,0.172,9.624,123.107,0.124,7.383,123.244
2025-06-21 03:00,0.172,9.575,123.042,0.127,7.393,122.966
2025-06-21 04:00,0.171,9.53,122.978,0.129,7.403,122.682
2025-06-21 04:59,0.17,9.491,122.884,0.132,7.412,122.398
2025-06-21 06:00,0.17,9.455,122.784,0.134,7.421,122.116
2025-06-21 07:00,0.17,9.422,122.657,0.137,7.429,121.842
2025-06-21 07:59,0.169,9.391,122.503,0.139,7.436,121.58
2025-06-21 09:00,0.169,9.364,122.337,0.141,7.442,121.328
2025-06-21 10:00,0.17,9.34,122.156,0.143,7.447,121.076
2025-06-21 10:59,0.17,9.32,121.96,0.146,7.451,120.824
2025-06-21 12:00,0.171,9.305,121.76,0.149,7.452,120.567
2025-06-21 13:00,0.172,9.292,121.54,0.152,7.453,120.301
2025-06-21 13:59,0.174,9.279,121.288,0.155,7.454,120.015
2025-06-21 15:00,0.175,9.265,121.012,0.158,7.454,119.649
2025-06-21 16:00,0.177,9.249,120.708,0.162,7.456,119.247
2025-06-21 16:59,0.179,9.23,120.389,0.167,7.458,118.813
2025-06-21 18:00,0.181,9.21,120.062,0.172,7.462,118.358
2025-06-21 19:00,0.183,9.188,119.676,0.177,7.466,117.875
2025-06-21 19:59,0.186,9.167,119.232,0.182,7.47,117.364
2025-06-21 21:00,0.189,9.147,118.743,0.188,7.473,116.809
2025-06-21 22:00,0.193,9.122,118.195,0.194,7.475,116.215
2025-06-21 22:59,0.199,9.094,117.536,0.201,7.475,115.574
2025-06-22 00:00,0.206,9.059,116.747,0.208,7.475,114.852
2025-06-22 01:00,0.216,9.014,115.811,0.218,7.473,113.99
2025-06-22 01:59,0.226,8.964,114.789,0.23,7.472,112.915
2025-06-22 03:00,0.236,8.912,113.774,0.246,7.473,111.549
2025-06-22 04:00,0.244,8.862,112.859,0.267,7.475,109.867
2025-06-22 04:59,0.251,8.817,112.011,0.29,7.479,107.945
2025-06-22 06:00,0.257,8.777,111.232,0.314,7.482,105.978
2025-06-22 07:00,0.262,8.743,110.466,0.336,7.481,103.524
2025-06-22 07:59,0.269,8.701,109.699,0.356,7.477,100.403
2025-06-22 09:00,0.276,8.622,108.865,0.374,7.472,97.625
2025-06-22 10:00,0.284,8.542,107.93,0.389,7.466,95.181
2025-06-22 10:59,0.294,8.464,106.922,0.401,7.459,93.092
2025-06-22 12:00,0.307,8.39,105.83,0.413,7.454,91.246
2025-06-22 13:00,0.32,8.328,104.582,0.423,7.45,89.572
2025-06-22 13:59,0.334,8.34,102.283,0.433,7.448,88.074
2025-06-22 15:00,0.347,8.359,99.972,0.44,7.446,86.789
2025-06-22 16:00,0.36,8.383,97.725,0.446,7.443,85.733
2025-06-22 16:59,0.375,8.408,95.55,0.45,7.44,85.274
2025-06-22 18:00,0.389,8.428,93.462,0.454,7.437,85.236
2025-06-22 19:00,0.402,8.44,91.59,0.457,7.435,85.207
2025-06-22 19:59,0.414,8.446,89.909,0.458,7.433,85.186
2025-06-22 21:00,0.427,8.449,88.374,0.459,7.432,85.169
2025-06-22 22:00,0.438,8.454,86.975,0.459,7.434,85.154
2025-06-22 22:59,0.448,8.465,85.722,0.458,7.436,85.141
2025-06-23 00:00,0.456,8.48,85.334,0.458,7.44,85.127
2025-06-23 01:00,0.464,8.5,85.282,0.458,7.444,85.113
2025-06-23 01:59,0.471,8.521,85.236,0.457,7.447,85.099
2025-06-23 03:00,0.477,8.541,85.193,0.462,7.45,85.055
2025-06-23 04:00,0.481,8.555,85.149,0.497,7.449,84.864
2025-06-23 04:59,0.487,8.564,85.108,0.536,7.443,83.498
2025-06-23 06:00,0.494,8.569,85.059,0.555,7.431,81.525
2025-06-23 07:00,0.5,8.57,85.004,0.561,7.418,80.392
2025-06-23 07:59,0.504,8.568,84.944,0.562,7.405,79.715
2025-06-23 09:00,0.507,8.564,84.888,0.561,7.395,79.258
2025-06-23 10:00,0.509,8.555,84.834,0.56,7.389,78.89
2025-06-23 10:59,0.508,8.541,84.409,0.559,7.387,78.547
2025-06-23 12:00,0.506,8.52,83.919,0.558,7.386,78.164
2025-06-23 13:00,0.503,8.494,83.416,0.559,7.384,77.689
2025-06-23 13:59,0.5,8.465,82.893,0.562,7.38,77.054
2025-06-23 15:00,0.495,8.437,82.409,0.567,7.374,75.937
